12.24
10.92
9.85
8.67
7.87
7.86
7.67
7.52
7.33
6.47
6.41
6.25
6.25
6.24
6.24
6.18
6.07
5.98
5.71
5.64
5.54
5.39
5.37
5.31
5.27
5.26
5.14
5.1
5.02
4.98
4.98
4.85
4.85
4.82
4.77
4.76
4.75
4.74
4.73
4.7
4.7
4.6
4.5
4.49
4.49
4.4
4.38
4.33
4.33
4.32
4.29
4.29
4.24
4.22
4.2
4.2
4.18
4.15
4.1
4.1
4.07
4.06
4.01
4
3.98
3.98
3.98
3.97
3.93
3.88
3.87
3.84
3.83
3.83
3.81
3.79
3.78
3.75
